model_eff,task,depths,arm,k,filler_tokens,n,acc_k0,acc,paired_gain,gain_se,p_paired
gpt-5.6-sol:none,aimepp,None,XB,64.0,64,157,0.05732484076433121,0.05732484076433121,0.0,0.009036554505346999,1.0
gpt-5.6-sol:none,aimepp,None,XB,256.0,256,157,0.05732484076433121,0.050955414012738856,-0.006369426751592357,0.014278943651409044,0.6555457537904961
gpt-5.6-sol:none,aimepp,None,XB,300.0,300,157,0.05732484076433121,0.08917197452229299,0.03184713375796178,0.018999089187975614,0.0936901564236674
gpt-5.6-sol:none,aimepp,None,XB,1024.0,1024,157,0.05732484076433121,0.07643312101910828,0.01910828025477707,0.01683647994584961,0.25640330328702277
gpt-5.6-sol:none,aimepp,None,XB,4096.0,4096,157,0.05732484076433121,0.050955414012738856,-0.006369426751592357,0.011055718632092966,0.564533698951148
gpt-5.6-sol:none,aimepp,None,RB,1.0,188,157,0.05732484076433121,0.07006369426751592,0.012738853503184714,0.018044307225045127,0.4802028674145489
gpt-5.6-sol:none,aimepp,None,RB,5.0,941,157,0.05732484076433121,0.07006369426751592,0.012738853503184714,0.01561850523909726,0.4147142739762617
deepseek/deepseek-v3.2:off,aimepp,None,CB,10.0,23,157,0.012738853503184714,0.03821656050955414,0.025477707006369428,0.012615769906500473,0.04343396310576009
deepseek/deepseek-v3.2:off,aimepp,None,CB,30.0,63,157,0.012738853503184714,0.044585987261146494,0.03184713375796178,0.01671245262205834,0.056703023040326705
deepseek/deepseek-v3.2:off,aimepp,None,CB,100.0,203,157,0.012738853503184714,0.03184713375796178,0.01910828025477707,0.010961223577264619,0.08128792804317753
deepseek/deepseek-v3.2:off,aimepp,None,CB,300.0,603,157,0.012738853503184714,0.03184713375796178,0.01910828025477707,0.01096122357726462,0.08128792804317753
deepseek/deepseek-v3.2:off,aimepp,None,CB,1000.0,2004,157,0.012738853503184714,0.025477707006369428,0.012738853503184714,0.008978812351725273,0.1559666044655612
deepseek/deepseek-v3.2:off,aimepp,None,XB,4.0,4,157,0.012738853503184714,0.012738853503184714,0.0,0.009036554505346999,1.0
deepseek/deepseek-v3.2:off,aimepp,None,XB,16.0,16,157,0.012738853503184714,0.03184713375796178,0.01910828025477707,0.010961223577264624,0.08128792804317753
deepseek/deepseek-v3.2:off,aimepp,None,XB,64.0,64,157,0.012738853503184714,0.03184713375796178,0.01910828025477707,0.01096122357726462,0.08128792804317753
deepseek/deepseek-v3.2:off,aimepp,None,XB,256.0,256,157,0.012738853503184714,0.025477707006369428,0.012738853503184714,0.008978812351725273,0.1559666044655612
deepseek/deepseek-v3.2:off,aimepp,None,XB,300.0,300,157,0.012738853503184714,0.03184713375796178,0.01910828025477707,0.010961223577264624,0.08128792804317753
deepseek/deepseek-v3.2:off,aimepp,None,XB,1024.0,1024,157,0.012738853503184714,0.025477707006369428,0.012738853503184714,0.008978812351725273,0.1559666044655612
deepseek/deepseek-v3.2:off,aimepp,None,XB,4096.0,4096,157,0.012738853503184714,0.01910828025477707,0.006369426751592357,0.006369426751592358,0.31731050786291415
deepseek/deepseek-v3.2:off,aimepp,None,RB,1.0,188,157,0.012738853503184714,0.025477707006369428,0.012738853503184714,0.008978812351725271,0.1559666044655612
deepseek/deepseek-v3.2:off,aimepp,None,RB,5.0,941,157,0.012738853503184714,0.025477707006369428,0.012738853503184714,0.008978812351725271,0.1559666044655612
gpt-6-astra:low,arith,"(15,)",CB,10.0,23,100,0.5,0.71,0.21,0.04983812179284432,2.5128554926201474e-05
gpt-6-astra:low,arith,"(15,)",CB,30.0,63,100,0.5,0.89,0.39,0.05103969538555756,2.1538326677728037e-14
gpt-6-astra:low,arith,"(15,)",CB,100.0,203,100,0.5,0.92,0.42,0.04960449637488583,0.0
gpt-6-astra:low,arith,"(15,)",CB,300.0,603,100,0.5,0.91,0.41,0.04943110704237103,0.0
gpt-6-astra:low,arith,"(15,)",CB,1000.0,2004,100,0.5,0.92,0.42,0.04960449637488583,0.0
gpt-6-astra:low,arith,"(15,)",XB,4.0,4,100,0.5,0.68,0.18,0.047947783045620564,0.0001739765930788284
gpt-6-astra:low,arith,"(15,)",XB,16.0,16,100,0.5,0.68,0.18,0.045792681696639005,8.467808641321461e-05
gpt-6-astra:low,arith,"(15,)",XB,64.0,64,100,0.5,0.83,0.33,0.049349301265099337,2.2775337171765386e-11
gpt-6-astra:low,arith,"(15,)",XB,256.0,256,100,0.5,0.91,0.41,0.04943110704237103,0.0
gpt-6-astra:low,arith,"(15,)",XB,300.0,300,100,0.5,0.93,0.43,0.0497569851956243,0.0
gpt-6-astra:low,arith,"(15,)",XB,1024.0,1024,100,0.5,0.9,0.4,0.0492365963917331,4.440892098500626e-16
gpt-6-astra:low,arith,"(15,)",XB,4096.0,4096,100,0.5,0.92,0.42,0.04960449637488583,0.0
gpt-6-astra:low,arith,"(15,)",XB,8192.0,8192,100,0.5,0.94,0.44,0.04988876515698589,0.0
gpt-6-astra:low,arith,"(15,)",XB,16384.0,16384,100,0.5,0.91,0.41,0.05143398239932958,1.5543122344752192e-15
gpt-6-astra:low,arith,"(15,)",RB,1.0,62,100,0.5,0.85,0.35,0.047937248544110224,2.851052727237402e-13
gpt-6-astra:low,arith,"(15,)",RB,5.0,310,100,0.5,0.92,0.42,0.04960449637488583,0.0
claude-opus-4-5-20251101:off,arith,"(15,)",CB,10.0,23,100,0.05,0.1,0.05,0.02190429135575903,0.022450537476883747
claude-opus-4-5-20251101:off,arith,"(15,)",CB,30.0,63,100,0.05,0.09,0.04,0.024287836253956214,0.09957553389386731
claude-opus-4-5-20251101:off,arith,"(15,)",CB,100.0,203,100,0.05,0.1,0.05,0.026111648393354676,0.055511098097871026
claude-opus-4-5-20251101:off,arith,"(15,)",CB,300.0,603,100,0.05,0.12,0.07,0.029318866956210287,0.016961505891325057
claude-opus-4-5-20251101:off,arith,"(15,)",CB,1000.0,2004,100,0.05,0.12,0.07,0.02564323999762428,0.006337962995459412
claude-opus-4-5-20251101:off,arith,"(15,)",XB,4.0,4,100,0.05,0.09,0.04,0.019694638556693237,0.042254020654422186
claude-opus-4-5-20251101:off,arith,"(15,)",XB,16.0,16,100,0.05,0.13,0.08,0.027265992434429072,0.003345618115850879
claude-opus-4-5-20251101:off,arith,"(15,)",XB,64.0,64,100,0.05,0.11,0.06,0.0238683256575942,0.01194409415857356
claude-opus-4-5-20251101:off,arith,"(15,)",XB,256.0,256,100,0.05,0.13,0.08,0.027265992434429072,0.003345618115850879
claude-opus-4-5-20251101:off,arith,"(15,)",XB,300.0,300,100,0.05,0.13,0.08,0.027265992434429075,0.003345618115850879
claude-opus-4-5-20251101:off,arith,"(15,)",XB,1024.0,1024,100,0.05,0.11,0.06,0.023868325657594204,0.01194409415857356
claude-opus-4-5-20251101:off,arith,"(15,)",XB,4096.0,4096,100,0.05,0.14,0.09,0.028762349126466143,0.001753481562981607
claude-opus-4-5-20251101:off,arith,"(15,)",RB,1.0,62,100,0.05,0.1,0.05,0.021904291355759033,0.022450537476883747
claude-opus-4-5-20251101:off,arith,"(15,)",RB,5.0,310,100,0.05,0.12,0.07,0.02564323999762428,0.006337962995459412
claude-opus-5:off,arith,"(15,)",CB,10.0,23,100,0.17,0.2,0.03,0.03319668962442192,0.3661520771702347
claude-opus-5:off,arith,"(15,)",CB,100.0,203,100,0.17,0.22,0.05,0.035887028128263665,0.16354085169098376
claude-opus-5:off,arith,"(15,)",CB,300.0,603,100,0.17,0.18,0.01,0.036223213718846264,0.7824973259505152
claude-opus-5:off,arith,"(15,)",XB,4.0,4,100,0.17,0.14,-0.03,0.01714466079977653,0.08015008683425462
claude-opus-5:off,arith,"(15,)",XB,16.0,16,73,0.17,0.1780821917808219,-0.0136986301369863,0.030800770692310596,0.6565007277753425
claude-opus-5:off,arith,"(15,)",XB,64.0,64,100,0.17,0.15,-0.02,0.03755131169614465,0.5943073420087264
claude-opus-5:off,arith,"(15,)",XB,256.0,256,100,0.17,0.19,0.02,0.03171845844395037,0.5283363256219342
claude-opus-5:off,arith,"(15,)",XB,300.0,300,100,0.17,0.16,-0.01,0.03891197006245526,0.797186238526266
claude-opus-5:off,arith,"(15,)",XB,1024.0,1024,100,0.17,0.18,0.01,0.03331817837308952,0.7640730719211164
claude-opus-5:off,arith,"(15,)",RB,1.0,62,100,0.17,0.18,0.01,0.03331817837308952,0.7640730719211164
claude-opus-5:off,arith,"(15,)",RB,5.0,310,100,0.17,0.24,0.07,0.040837198332852945,0.08650605272751877
gpt-5.6-sol:none,arith,"(15,)",CB,10.0,23,100,0.08,0.14,0.06,0.031204765240863037,0.054507276231678725
gpt-5.6-sol:none,arith,"(15,)",CB,30.0,63,100,0.08,0.13,0.05,0.03295236844080536,0.12918045611311113
gpt-5.6-sol:none,arith,"(15,)",CB,100.0,203,100,0.08,0.18,0.1,0.03333333333333333,0.002699796063260207
gpt-5.6-sol:none,arith,"(15,)",CB,300.0,603,100,0.08,0.17,0.09,0.035090071691478944,0.010322694826556678
gpt-5.6-sol:none,arith,"(15,)",CB,1000.0,2004,100,0.08,0.18,0.1,0.03333333333333334,0.002699796063260207
gpt-5.6-sol:none,arith,"(15,)",XB,4.0,4,100,0.08,0.08,0.0,0.02461829819586655,1.0
gpt-5.6-sol:none,arith,"(15,)",XB,16.0,16,100,0.08,0.13,0.05,0.029729419500528147,0.0926006978206757
gpt-5.6-sol:none,arith,"(15,)",XB,64.0,64,100,0.08,0.13,0.05,0.03295236844080536,0.12918045611311113
gpt-5.6-sol:none,arith,"(15,)",XB,256.0,256,100,0.08,0.15,0.07,0.035547663265485724,0.04893160948575148
gpt-5.6-sol:none,arith,"(15,)",XB,300.0,300,100,0.08,0.21,0.13,0.03666666666666667,0.0003919365784996742
gpt-5.6-sol:none,arith,"(15,)",XB,1024.0,1024,100,0.08,0.21,0.13,0.03666666666666667,0.0003919365784996742
gpt-5.6-sol:none,arith,"(15,)",XB,4096.0,4096,100,0.08,0.17,0.09,0.03208259542638235,0.005027611219593275
gpt-5.6-sol:none,arith,"(15,)",RB,1.0,62,100,0.08,0.13,0.05,0.03295236844080536,0.12918045611311113
gpt-5.6-sol:none,arith,"(15,)",RB,5.0,310,100,0.08,0.23,0.15,0.03859920970562726,0.00010187178258602714
deepseek/deepseek-v3.2:off,arith,"(15,)",CB,10.0,23,100,0.01,0.0,-0.01,0.009999999999999998,0.3173105078629139
deepseek/deepseek-v3.2:off,arith,"(15,)",CB,30.0,63,100,0.01,0.01,0.0,0.01421338109037403,1.0
deepseek/deepseek-v3.2:off,arith,"(15,)",CB,100.0,203,100,0.01,0.03,0.02,0.019999999999999997,0.3173105078629139
deepseek/deepseek-v3.2:off,arith,"(15,)",CB,300.0,603,100,0.01,0.02,0.01,0.017378728435078386,0.5650099235197177
deepseek/deepseek-v3.2:off,arith,"(15,)",CB,1000.0,2004,100,0.01,0.01,0.0,0.01421338109037403,1.0
deepseek/deepseek-v3.2:off,arith,"(15,)",XB,4.0,4,100,0.01,0.01,0.0,0.01421338109037403,1.0
deepseek/deepseek-v3.2:off,arith,"(15,)",XB,16.0,16,100,0.01,0.01,0.0,0.01421338109037403,1.0
deepseek/deepseek-v3.2:off,arith,"(15,)",XB,64.0,64,100,0.01,0.03,0.02,0.019999999999999997,0.3173105078629139
deepseek/deepseek-v3.2:off,arith,"(15,)",XB,256.0,256,100,0.01,0.05,0.04,0.024287836253956214,0.09957553389386731
deepseek/deepseek-v3.2:off,arith,"(15,)",XB,300.0,300,100,0.01,0.04,0.03,0.02227015033536137,0.17794975636000698
deepseek/deepseek-v3.2:off,arith,"(15,)",XB,1024.0,1024,100,0.01,0.03,0.02,0.019999999999999997,0.3173105078629139
deepseek/deepseek-v3.2:off,arith,"(15,)",XB,4096.0,4096,100,0.01,0.01,0.0,0.01421338109037403,1.0
deepseek/deepseek-v3.2:off,arith,"(15,)",RB,1.0,62,100,0.01,0.05,0.04,0.024287836253956217,0.09957553389386753
deepseek/deepseek-v3.2:off,arith,"(15,)",RB,5.0,310,100,0.01,0.03,0.02,0.019999999999999997,0.3173105078629139
